416294: done 514 games, mean reward -20.970, eps 0.02, speed 18.71 f/s
417116: done 515 games, mean reward -20.970, eps 0.02, speed 18.62 f/s
417878: done 516 games, mean reward -20.970, eps 0.02, speed 18.76 f/s
418640: done 517 games, mean reward -20.980, eps 0.02, speed 18.63 f/s
419462: done 518 games, mean reward -20.980, eps 0.02, speed 18.68 f/s
420224: done 519 games, mean reward -20.980, eps 0.02, speed 18.71 f/s
421046: done 520 games, mean reward -20.980, eps 0.02, speed 18.71 f/s
421957: done 521 games, mean reward -20.980, eps 0.02, speed 18.64 f/s
422737: done 522 games, mean reward -20.980, eps 0.02, speed 18.72 f/s
423573: done 523 games, mean reward -20.970, eps 0.02, speed 18.61 f/s
424423: done 524 games, mean reward -20.970, eps 0.02, speed 18.68 f/s
425273: done 525 games, mean reward -20.970, eps 0.02, speed 18.63 f/s
426095: done 526 games, mean reward -20.970, eps 0.02, speed 18.72 f/s
426857: done 527 games, mean reward -20.970, eps 0.02, speed 18.75 f/s
427679: done 528 games, mean reward -20.970, eps 0.02, speed 18.74 f/s
428441: done 529 games, mean reward -20.970, eps 0.02, speed 18.70 f/s
429263: done 530 games, mean reward -20.970, eps 0.02, speed 18.77 f/s
430025: done 531 games, mean reward -20.970, eps 0.02, speed 18.66 f/s
430953: done 532 games, mean reward -20.960, eps 0.02, speed 18.56 f/s
431793: done 533 games, mean reward -20.950, eps 0.02, speed 18.72 f/s
432574: done 534 games, mean reward -20.950, eps 0.02, speed 18.65 f/s
433336: done 535 games, mean reward -20.950, eps 0.02, speed 18.57 f/s
434098: done 536 games, mean reward -20.950, eps 0.02, speed 18.68 f/s
434860: done 537 games, mean reward -20.950, eps 0.02, speed 18.78 f/s
435729: done 538 games, mean reward -20.950, eps 0.02, speed 18.62 f/s
436551: done 539 games, mean reward -20.950, eps 0.02, speed 18.69 f/s
437313: done 540 games, mean reward -20.950, eps 0.02, speed 18.70 f/s
438135: done 541 games, mean reward -20.950, eps 0.02, speed 18.64 f/s
438945: done 542 games, mean reward -20.950, eps 0.02, speed 18.65 f/s
439827: done 543 games, mean reward -20.950, eps 0.02, speed 18.78 f/s
440589: done 544 games, mean reward -20.950, eps 0.02, speed 18.77 f/s
441412: done 545 games, mean reward -20.950, eps 0.02, speed 18.78 f/s
442220: done 546 games, mean reward -20.950, eps 0.02, speed 18.56 f/s
442982: done 547 games, mean reward -20.950, eps 0.02, speed 18.74 f/s
443744: done 548 games, mean reward -20.950, eps 0.02, speed 18.70 f/s
444534: done 549 games, mean reward -20.950, eps 0.02, speed 18.72 f/s
445296: done 550 games, mean reward -20.950, eps 0.02, speed 18.62 f/s
446058: done 551 games, mean reward -20.950, eps 0.02, speed 18.64 f/s
446820: done 552 games, mean reward -20.950, eps 0.02, speed 18.72 f/s
447582: done 553 games, mean reward -20.950, eps 0.02, speed 18.63 f/s
448344: done 554 games, mean reward -20.950, eps 0.02, speed 18.64 f/s
449168: done 555 games, mean reward -20.950, eps 0.02, speed 18.69 f/s
449991: done 556 games, mean reward -20.950, eps 0.02, speed 18.67 f/s
450772: done 557 games, mean reward -20.950, eps 0.02, speed 18.69 f/s
451534: done 558 games, mean reward -20.950, eps 0.02, speed 18.70 f/s
452296: done 559 games, mean reward -20.950, eps 0.02, speed 18.60 f/s
453118: done 560 games, mean reward -20.950, eps 0.02, speed 18.63 f/s
453880: done 561 games, mean reward -20.950, eps 0.02, speed 18.71 f/s
454642: done 562 games, mean reward -20.950, eps 0.02, speed 18.69 f/s
455432: done 563 games, mean reward -20.950, eps 0.02, speed 18.68 f/s
456194: done 564 games, mean reward -20.950, eps 0.02, speed 18.69 f/s
457018: done 565 games, mean reward -20.950, eps 0.02, speed 18.66 f/s
457926: done 566 games, mean reward -20.950, eps 0.02, speed 18.57 f/s
458688: done 567 games, mean reward -20.950, eps 0.02, speed 18.63 f/s
459450: done 568 games, mean reward -20.950, eps 0.02, speed 18.67 f/s
460272: done 569 games, mean reward -20.950, eps 0.02, speed 18.67 f/s
461034: done 570 games, mean reward -20.950, eps 0.02, speed 18.68 f/s
461888: done 571 games, mean reward -20.940, eps 0.02, speed 18.65 f/s
462712: done 572 games, mean reward -20.940, eps 0.02, speed 18.75 f/s
463474: done 573 games, mean reward -20.940, eps 0.02, speed 18.72 f/s
464297: done 574 games, mean reward -20.940, eps 0.02, speed 18.73 f/s
465059: done 575 games, mean reward -20.940, eps 0.02, speed 18.59 f/s
465849: done 576 games, mean reward -20.940, eps 0.02, speed 18.65 f/s
466685: done 577 games, mean reward -20.930, eps 0.02, speed 18.73 f/s
467509: done 578 games, mean reward -20.930, eps 0.02, speed 18.68 f/s
468271: done 579 games, mean reward -20.930, eps 0.02, speed 18.69 f/s
469151: done 580 games, mean reward -20.930, eps 0.02, speed 18.63 f/s
469974: done 581 games, mean reward -20.930, eps 0.02, speed 18.72 f/s
470764: done 582 games, mean reward -20.930, eps 0.02, speed 18.73 f/s
471554: done 583 games, mean reward -20.930, eps 0.02, speed 18.68 f/s
472316: done 584 games, mean reward -20.930, eps 0.02, speed 18.67 f/s
473168: done 585 games, mean reward -20.940, eps 0.02, speed 18.64 f/s
473930: done 586 games, mean reward -20.940, eps 0.02, speed 18.60 f/s
474692: done 587 games, mean reward -20.940, eps 0.02, speed 18.65 f/s
475528: done 588 games, mean reward -20.930, eps 0.02, speed 18.71 f/s
476350: done 589 games, mean reward -20.930, eps 0.02, speed 18.71 f/s
477172: done 590 games, mean reward -20.930, eps 0.02, speed 18.70 f/s
477952: done 591 games, mean reward -20.930, eps 0.02, speed 18.71 f/s
478714: done 592 games, mean reward -20.930, eps 0.02, speed 18.71 f/s
479598: done 593 games, mean reward -20.930, eps 0.02, speed 18.70 f/s
480360: done 594 games, mean reward -20.930, eps 0.02, speed 18.71 f/s
481140: done 595 games, mean reward -20.930, eps 0.02, speed 18.62 f/s
482073: done 596 games, mean reward -20.910, eps 0.02, speed 18.63 f/s
482835: done 597 games, mean reward -20.910, eps 0.02, speed 18.63 f/s
483657: done 598 games, mean reward -20.910, eps 0.02, speed 18.73 f/s
484534: done 599 games, mean reward -20.900, eps 0.02, speed 18.72 f/s
485324: done 600 games, mean reward -20.900, eps 0.02, speed 18.64 f/s
486086: done 601 games, mean reward -20.900, eps 0.02, speed 18.67 f/s
486848: done 602 games, mean reward -20.900, eps 0.02, speed 18.73 f/s
487610: done 603 games, mean reward -20.900, eps 0.02, speed 18.68 f/s
488372: done 604 games, mean reward -20.900, eps 0.02, speed 18.76 f/s
489212: done 605 games, mean reward -20.900, eps 0.02, speed 18.70 f/s
489974: done 606 games, mean reward -20.900, eps 0.02, speed 18.68 f/s
490736: done 607 games, mean reward -20.900, eps 0.02, speed 18.70 f/s
491558: done 608 games, mean reward -20.910, eps 0.02, speed 18.81 f/s
492339: done 609 games, mean reward -20.910, eps 0.02, speed 18.62 f/s
493137: done 610 games, mean reward -20.910, eps 0.02, speed 18.69 f/s
493899: done 611 games, mean reward -20.910, eps 0.02, speed 18.27 f/s
494721: done 612 games, mean reward -20.910, eps 0.02, speed 18.49 f/s
495483: done 613 games, mean reward -20.910, eps 0.02, speed 17.34 f/s
496245: done 614 games, mean reward -20.910, eps 0.02, speed 17.95 f/s
497007: done 615 games, mean reward -20.910, eps 0.02, speed 18.76 f/s
497769: done 616 games, mean reward -20.910, eps 0.02, speed 18.22 f/s
498531: done 617 games, mean reward -20.910, eps 0.02, speed 18.05 f/s
499293: done 618 games, mean reward -20.910, eps 0.02, speed 18.04 f/s
500055: done 619 games, mean reward -20.910, eps 0.02, speed 17.99 f/s
500896: done 620 games, mean reward -20.910, eps 0.02, speed 17.95 f/s
501658: done 621 games, mean reward -20.910, eps 0.02, speed 17.17 f/s
502420: done 622 games, mean reward -20.910, eps 0.02, speed 17.46 f/s
503182: done 623 games, mean reward -20.920, eps 0.02, speed 17.10 f/s
503944: done 624 games, mean reward -20.920, eps 0.02, speed 16.84 f/s
504826: done 625 games, mean reward -20.920, eps 0.02, speed 16.30 f/s
505662: done 626 games, mean reward -20.910, eps 0.02, speed 16.49 f/s
506424: done 627 games, mean reward -20.910, eps 0.02, speed 16.47 f/s
507186: done 628 games, mean reward -20.910, eps 0.02, speed 16.24 f/s
507948: done 629 games, mean reward -20.910, eps 0.02, speed 16.30 f/s
508766: done 630 games, mean reward -20.910, eps 0.02, speed 16.49 f/s
509528: done 631 games, mean reward -20.910, eps 0.02, speed 16.75 f/s
510364: done 632 games, mean reward -20.910, eps 0.02, speed 16.39 f/s
511186: done 633 games, mean reward -20.920, eps 0.02, speed 16.49 f/s
511948: done 634 games, mean reward -20.920, eps 0.02, speed 16.46 f/s
512798: done 635 games, mean reward -20.920, eps 0.02, speed 16.38 f/s
513560: done 636 games, mean reward -20.920, eps 0.02, speed 16.33 f/s
514350: done 637 games, mean reward -20.920, eps 0.02, speed 16.47 f/s
515112: done 638 games, mean reward -20.920, eps 0.02, speed 16.15 f/s
^A
